Make,Vehicle Class,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Model1,Model2,Transmission1,Transmission2
AUDI,COMPACT,3.0,6,Z,13.0,8.5,11.0,26,257,S4,Undefined,AM,7
AUDI,COMPACT,3.0,6,Z,13.8,9.0,11.7,24,273,S4,Undefined,M,6
AUDI,SUBCOMPACT,3.0,6,Z,13.0,8.5,11.0,26,257,S5,Undefined,AM,7
AUDI,SUBCOMPACT,3.0,6,Z,13.8,9.0,11.7,24,273,S5,Undefined,M,6
AUDI,SUBCOMPACT,3.0,6,Z,13.3,9.1,11.4,25,266,S5,Undefined,AM,7
AUDI,MID-SIZE,4.0,8,Z,13.3,8.8,11.3,25,263,S6,Undefined,AM,7
AUDI,MID-SIZE,4.0,8,Z,13.4,8.8,11.4,25,265,S7,Undefined,AM,7
AUDI,MID-SIZE,4.0,8,Z,15.7,9.4,12.8,22,300,S8,Undefined,AS,8
AUDI,SUV - SMALL,3.0,6,Z,14.1,9.9,12.2,23,285,SQ5,Undefined,AS,8
AUDI,SUBCOMPACT,2.0,4,X,10.1,7.8,9.1,31,209,TT,Undefined,AM,6
AUDI,TWO-SEATER,2.0,4,X,10.1,7.8,9.1,31,209,TT,Undefined,AM,6
AUDI,SUBCOMPACT,2.0,4,Z,10.3,8.6,9.5,30,222,TTS,Undefined,AM,6
BENTLEY,COMPACT,4.0,8,Z,16.1,9.4,13.1,22,307,CONTINENTAL,Undefined,AS,8
BENTLEY,COMPACT,6.0,12,Z,18.9,11.2,15.4,18,360,CONTINENTAL,Undefined,AS,8
BENTLEY,SUBCOMPACT,4.0,8,Z,17.7,10.3,14.4,20,337,CONTINENTAL,Undefined,AS,8
BENTLEY,SUBCOMPACT,6.0,12,Z,19.6,11.7,16.0,18,375,CONTINENTAL,Undefined,AS,8
BENTLEY,MID-SIZE,4.0,8,Z,17.7,10.0,14.2,20,334,FLYING,Undefined,AS,8
BENTLEY,MID-SIZE,6.0,12,Z,20.3,11.9,16.5,17,388,FLYING,Undefined,AS,8
BENTLEY,MID-SIZE,6.8,8,Z,21.0,13.1,17.5,16,408,MULSANNE,Undefined,AS,8
BMW,SUBCOMPACT,2.0,4,Z,9.9,6.5,8.4,34,197,228i,Undefined,AS,8
BMW,SUBCOMPACT,2.0,4,Z,10.7,7.0,9.0,31,211,228i,Undefined,M,6
BMW,SUBCOMPACT,2.0,4,Z,10.4,6.8,8.8,32,207,228i,Undefined,AS,8
BMW,SUBCOMPACT,2.0,4,Z,10.5,6.9,8.9,32,209,228i,Undefined,AS,8
BMW,COMPACT,2.0,4,Z,9.9,6.5,8.4,34,197,320i,Undefined,AS,8
BMW,COMPACT,2.0,4,Z,10.7,7.0,9.0,31,211,320i,Undefined,M,6
BMW,COMPACT,2.0,4,Z,10.4,6.8,8.8,32,207,320i,Undefined,AS,8
BMW,COMPACT,2.0,4,D,7.7,5.7,6.8,42,183,328d,Undefined,AS,8
BMW,STATION WAGON - SMALL,2.0,4,D,7.7,5.7,6.8,42,183,328d,Undefined,AS,8
BMW,COMPACT,2.0,4,Z,10.5,6.9,8.9,32,209,328i,Undefined,AS,8
BMW,FULL-SIZE,2.0,4,Z,10.5,6.9,8.9,32,209,328i,Undefined,AS,8
BMW,STATION WAGON - SMALL,2.0,4,Z,10.5,6.9,8.9,32,209,328i,Undefined,AS,8
BMW,FULL-SIZE,3.0,6,Z,12.0,7.9,10.2,28,238,335i,Undefined,AS,8
BMW,COMPACT,3.0,6,Z,10.9,7.2,9.3,30,217,340i,Undefined,AS,8
BMW,COMPACT,3.0,6,Z,11.6,7.8,9.9,29,231,340i,Undefined,M,6
BMW,COMPACT,3.0,6,Z,10.9,7.3,9.3,30,216,340i,Undefined,AS,8
BMW,COMPACT,3.0,6,Z,11.9,8.3,10.3,27,241,340i,Undefined,M,6
BMW,SUBCOMPACT,2.0,4,Z,10.8,6.7,8.9,32,211,428i,Undefined,AS,8
BMW,COMPACT,2.0,4,Z,9.9,6.5,8.4,34,197,428i,Undefined,AS,8
BMW,COMPACT,2.0,4,Z,10.7,7.0,9.0,31,211,428i,Undefined,M,6
BMW,COMPACT,2.0,4,Z,10.8,6.7,8.9,32,211,428i,Undefined,AS,8
BMW,COMPACT,2.0,4,Z,10.9,6.8,9.0,31,210,428i,Undefined,M,6
BMW,SUBCOMPACT,2.0,4,Z,11.3,7.1,9.4,30,221,428i,Undefined,AS,8
BMW,COMPACT,2.0,4,Z,10.5,6.9,8.9,32,209,428i,Undefined,AS,8
BMW,COMPACT,2.0,4,Z,10.5,6.9,8.9,32,209,428i,Undefined,AS,8
BMW,SUBCOMPACT,3.0,6,Z,11.8,7.6,9.9,29,232,435i,Undefined,AS,8
BMW,COMPACT,3.0,6,Z,11.6,7.7,9.9,29,232,435i,Undefined,AS,8
BMW,COMPACT,3.0,6,Z,12.1,8.4,10.5,27,246,435i,Undefined,M,6
BMW,SUBCOMPACT,3.0,6,Z,11.9,8.1,10.2,28,238,435i,Undefined,AS,8
BMW,COMPACT,3.0,6,Z,12.0,7.9,10.2,28,238,435i,Undefined,AS,8
BMW,COMPACT,3.0,6,Z,12.3,8.4,10.5,27,247,435i,Undefined,M,6
BMW,COMPACT,3.0,6,Z,12.0,7.9,10.2,28,238,435i,Undefined,AS,8
BMW,MID-SIZE,2.0,4,Z,10.5,6.9,8.9,32,209,528i,Undefined,AS,8
BMW,MID-SIZE,3.0,6,D,9.2,6.3,7.9,36,212,535d,Undefined,AS,8
BMW,MID-SIZE,3.0,6,Z,11.9,8.1,10.2,28,238,535i,Undefined,AS,8
BMW,FULL-SIZE,3.0,6,Z,13.0,9.1,11.2,25,263,535i,Undefined,AS,8
BMW,MID-SIZE,4.4,8,Z,14.4,9.6,12.3,23,288,550i,Undefined,AS,8
BMW,FULL-SIZE,4.4,8,Z,14.3,9.3,12.1,23,283,550i,Undefined,AS,8
BMW,SUBCOMPACT,3.0,6,Z,11.9,8.1,10.2,28,238,640i,Undefined,AS,8
BMW,COMPACT,3.0,6,Z,11.9,8.1,10.2,28,238,640i,Undefined,AS,8
BMW,SUBCOMPACT,4.4,8,Z,14.3,9.3,12.1,23,283,650i,Undefined,AS,8
BMW,COMPACT,4.4,8,Z,14.4,9.6,12.3,23,288,650i,Undefined,AS,8
BMW,COMPACT,4.4,8,Z,14.3,9.3,12.1,23,283,650i,Undefined,AS,8
BMW,FULL-SIZE,4.4,8,Z,14.3,9.3,12.1,23,283,750i,Undefined,AS,8
BMW,FULL-SIZE,4.4,8,Z,14.3,9.3,12.1,23,283,750Li,Undefined,AS,8
BMW,MID-SIZE,3.0,6,Z,10.6,7.9,9.4,30,219,ACTIVEHYBRID,Undefined,AS,8
BMW,COMPACT,4.4,8,Z,14.3,9.3,12.1,23,283,ALPINA,Undefined,AS,8
BMW,SUBCOMPACT,3.0,6,Z,11.8,8.8,10.4,27,244,M2,Undefined,AM,7
BMW,SUBCOMPACT,3.0,6,Z,12.7,9.2,11.1,25,260,M2,Undefined,M,6
BMW,SUBCOMPACT,3.0,6,Z,11.6,7.7,9.9,29,232,M235i,Undefined,AS,8
BMW,SUBCOMPACT,3.0,6,Z,11.9,8.6,10.4,27,245,M235i,Undefined,M,6
BMW,SUBCOMPACT,3.0,6,Z,11.6,7.7,9.9,29,232,M235i,Undefined,AS,8
BMW,SUBCOMPACT,3.0,6,Z,12.1,8.4,10.5,27,246,M235i,Undefined,M,6
BMW,SUBCOMPACT,3.0,6,Z,12.0,7.9,10.2,28,238,M235i,Undefined,AS,8
BMW,SUBCOMPACT,3.0,6,Z,12.0,7.9,10.2,28,238,M235i,Undefined,AS,8
BMW,COMPACT,3.0,6,Z,14.1,9.7,12.1,23,284,M3,Undefined,AM,7
BMW,COMPACT,3.0,6,Z,13.7,9.0,11.6,24,271,M3,Undefined,M,6
BMW,SUBCOMPACT,3.0,6,Z,14.2,9.6,12.1,23,282,M4,Undefined,AM,7
BMW,SUBCOMPACT,3.0,6,Z,14.1,9.0,11.8,24,278,M4,Undefined,M,6
BMW,COMPACT,3.0,6,Z,14.1,9.7,12.1,23,284,M4,Undefined,AM,7
BMW,COMPACT,3.0,6,Z,13.7,9.0,11.6,24,271,M4,Undefined,M,6
BMW,MID-SIZE,4.4,8,Z,17.3,11.5,14.7,19,344,M5,Undefined,AM,7
BMW,MID-SIZE,4.4,8,Z,16.1,10.9,13.7,21,321,M5,Undefined,M,6
BMW,COMPACT,4.4,8,Z,17.3,11.5,14.7,19,344,M6,Undefined,AM,7
BMW,COMPACT,4.4,8,Z,16.1,10.9,13.7,21,321,M6,Undefined,M,6
BMW,SUBCOMPACT,4.4,8,Z,17.3,11.5,14.7,19,344,M6,Undefined,AM,7
BMW,SUBCOMPACT,4.4,8,Z,16.1,10.9,13.7,21,321,M6,Undefined,M,6
BMW,COMPACT,4.4,8,Z,17.3,11.5,14.7,19,344,M6,Undefined,AM,7
BMW,COMPACT,4.4,8,Z,16.1,10.9,13.7,21,321,M6,Undefined,M,6
BMW,SUV - SMALL,2.0,4,Z,10.7,7.4,9.2,31,215,X1,Undefined,AS,8
BMW,SUV - SMALL,2.0,4,D,8.6,6.9,7.9,36,211,X3,Undefined,AS,8
BMW,SUV - SMALL,2.0,4,Z,11.1,8.4,9.9,29,231,X3,Undefined,AS,8
BMW,SUV - SMALL,3.0,6,Z,12.7,8.8,10.9,26,257,X3,Undefined,AS,8
BMW,SUV - SMALL,3.0,6,Z,12.8,9.5,11.3,25,264,X4,Undefined,AS,8
BMW,SUV - SMALL,2.0,4,Z,11.7,8.4,10.2,28,238,X4,Undefined,AS,8
BMW,SUV - SMALL,3.0,6,Z,12.7,8.8,10.9,26,257,X4,Undefined,AS,8
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,343,X5,Undefined,AS,8
BMW,SUV - STANDARD,3.0,6,D,10.0,7.6,8.9,32,233,X5,Undefined,AS,8
BMW,SUV - STANDARD,3.0,6,Z,13.0,9.7,11.5,25,269,X5,Undefined,AS,8
BMW,SUV - STANDARD,4.4,8,Z,15.7,11.4,13.8,20,322,X5,Undefined,AS,8
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,343,X6,Undefined,AS,8
BMW,SUV - STANDARD,3.0,6,Z,13.0,9.7,11.5,25,269,X6,Undefined,AS,8
BMW,SUV - STANDARD,4.4,8,Z,15.7,11.4,13.8,20,322,X6,Undefined,AS,8
BMW,TWO-SEATER,2.0,4,Z,10.7,7.1,9.1,31,212,Z4,Undefined,AS,8
BMW,TWO-SEATER,2.0,4,Z,10.7,7.0,9.0,31,211,Z4,Undefined,M,6
BMW,TWO-SEATER,3.0,6,Z,13.7,10.0,12.1,23,282,Z4,Undefined,AM,7
BMW,TWO-SEATER,3.0,6,Z,13.7,10.0,12.1,23,282,Z4,Undefined,AM,7
BUICK,SUV - STANDARD,3.6,6,X,15.8,10.6,13.4,21,315,ENCLAVE,Undefined,A,6
BUICK,SUV - STANDARD,3.6,6,X,16.1,10.8,13.7,21,323,ENCLAVE,All-wheel drive,A,6
BUICK,SUV - SMALL,1.4,4,X,9.5,7.2,8.5,33,199,ENCORE,Undefined,AS,6
BUICK,SUV - SMALL,1.4,4,X,10.2,8.0,9.2,31,215,ENCORE,All-wheel drive,AS,6
BUICK,SUV - SMALL,1.4,4,X,8.5,6.9,7.8,36,182,ENCORE,Undefined,AS,6
BUICK,SUV - SMALL,1.4,4,X,8.9,7.4,8.2,34,192,ENCORE,All-wheel drive,AS,6
BUICK,SUV - SMALL,2.0,4,Z,11.8,9.1,10.6,27,248,ENVISION,All-wheel drive,A,6
BUICK,MID-SIZE,3.6,6,X,13.7,8.6,11.4,25,268,LACROSSE,Flexible-fuel vehicle,AS,6
BUICK,MID-SIZE,3.6,6,E,18.7,12.4,15.8,18,260,LACROSSE,Flexible-fuel vehicle,AS,6
BUICK,MID-SIZE,2.4,4,X,9.6,6.5,8.2,34,193,LACROSSE,Undefined,AS,6
BUICK,MID-SIZE,3.6,6,X,13.8,9.0,11.7,24,274,LACROSSE,"All-wheel drive, Flexible-fuel vehicle",AS,6
BUICK,MID-SIZE,3.6,6,E,18.5,12.5,15.8,18,263,LACROSSE,"All-wheel drive, Flexible-fuel vehicle",AS,6
BUICK,MID-SIZE,2.0,4,Z,11.4,7.9,9.8,29,231,REGAL,Undefined,AS,6
BUICK,MID-SIZE,2.0,4,Z,11.6,7.6,9.8,29,230,REGAL,Undefined,M,6
BUICK,MID-SIZE,2.4,4,X,9.6,6.5,8.2,34,193,REGAL,Undefined,AS,6
BUICK,MID-SIZE,2.0,4,Z,12.4,8.7,10.7,26,252,REGAL,All-wheel drive,AS,6
BUICK,COMPACT,2.0,4,Z,11.4,7.9,9.8,29,231,VERANO,Undefined,AS,6
BUICK,COMPACT,2.0,4,Z,11.6,7.6,9.8,29,230,VERANO,Undefined,M,6
BUICK,COMPACT,2.4,4,X,11.3,7.4,9.6,29,224,VERANO,Undefined,AS,6
CADILLAC,COMPACT,2.0,4,Z,10.5,7.6,9.2,31,215,ATS,Undefined,AS,8
CADILLAC,COMPACT,2.0,4,Z,12.0,8.1,10.3,27,240,ATS,Undefined,M,6
CADILLAC,COMPACT,2.5,4,X,10.6,7.3,9.1,31,214,ATS,Undefined,AS,8
CADILLAC,COMPACT,3.6,6,X,11.6,7.9,9.9,29,233,ATS,Undefined,AS,8
CADILLAC,COMPACT,2.0,4,Z,10.8,7.8,9.4,30,221,ATS,All-wheel drive,AS,8
CADILLAC,COMPACT,3.6,6,X,12.2,8.5,10.5,27,247,ATS,All-wheel drive,AS,8
CADILLAC,COMPACT,3.6,6,Z,14.7,9.8,12.5,23,293,ATS-V,Undefined,AS,8
CADILLAC,COMPACT,3.6,6,Z,14.2,10.2,12.4,23,289,ATS-V,Undefined,M,6
CADILLAC,FULL-SIZE,2.0,4,Z,11.0,7.6,9.5,30,222,CT6,Undefined,AS,8
CADILLAC,FULL-SIZE,3.0,6,Z,13.0,9.0,11.2,25,263,CT6,All-wheel drive,AS,8
CADILLAC,FULL-SIZE,3.6,6,X,12.8,8.7,11.0,26,257,CT6,All-wheel drive,AS,8
CADILLAC,MID-SIZE,2.0,4,Z,11.0,7.6,9.5,30,221,CTS,Undefined,AS,8
CADILLAC,MID-SIZE,3.6,6,X,11.6,7.9,9.9,29,233,CTS,Undefined,AS,8
CADILLAC,MID-SIZE,2.0,4,Z,11.2,8.1,9.8,29,229,CTS,All-wheel drive,AS,8
CADILLAC,MID-SIZE,3.6,6,X,12.2,8.5,10.5,27,247,CTS,All-wheel drive,AS,8
CADILLAC,MID-SIZE,3.6,6,Z,14.7,9.8,12.5,23,293,CTS,Undefined,AS,8
CADILLAC,MID-SIZE,6.2,8,Z,16.6,11.1,14.1,20,332,CTS-V,Undefined,AS,8
CADILLAC,SUV - STANDARD,6.2,8,Z,16.0,11.2,13.9,20,325,ESCALADE,Four-wheel drive,A,8
CADILLAC,SUV - STANDARD,3.6,6,X,14.2,9.8,12.3,23,287,SRX,Undefined,AS,6
CADILLAC,SUV - STANDARD,3.6,6,X,14.8,10.4,12.8,22,300,SRX,All-wheel drive,AS,6
CADILLAC,FULL-SIZE,3.6,6,X,13.6,8.6,11.3,25,263,XTS,Undefined,AS,6
CADILLAC,FULL-SIZE,3.6,6,X,13.9,8.9,11.6,24,273,XTS,All-wheel drive,AS,6
CADILLAC,FULL-SIZE,3.6,6,Z,15.0,10.2,12.8,22,302,XTS,All-wheel drive,AS,6
CHEVROLET,COMPACT,2.0,4,Z,10.9,7.5,9.3,30,218,CAMARO,Undefined,AS,8
CHEVROLET,COMPACT,2.0,4,Z,11.4,7.9,9.8,29,229,CAMARO,Undefined,M,6
CHEVROLET,COMPACT,3.6,6,X,12.3,8.5,10.6,27,248,CAMARO,Undefined,AS,8
CHEVROLET,COMPACT,3.6,6,X,13.2,8.7,11.2,25,261,CAMARO,Undefined,M,6
CHEVROLET,COMPACT,6.2,8,Z,14.2,8.4,11.6,24,272,CAMARO,Undefined,AS,8
CHEVROLET,COMPACT,6.2,8,Z,14.3,9.4,12.1,23,284,CAMARO,Undefined,M,6
CHEVROLET,SPECIAL PURPOSE VEHICLE,2.0,4,X,9.7,9.0,9.4,30,220,CITY,Undefined,AV,0
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,11.9,8.9,10.5,27,247,COLORADO,Undefined,A,6
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.2,9.1,10.8,26,253,COLORADO,Undefined,M,6
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,10.8,7.7,9.4,30,252,COLORADO,Undefined,A,6
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13.0,9.2,11.3,25,265,COLORADO,Undefined,A,6
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.7,9.6,11.3,25,265,COLORADO,Four-wheel drive,A,6
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,12.0,8.2,10.3,27,277,COLORADO,Four-wheel drive,A,6
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13.6,9.9,11.9,24,279,COLORADO,Four-wheel drive,A,6
CHEVROLET,TWO-SEATER,6.2,8,Z,14.6,8.1,11.7,24,275,CORVETTE,Undefined,AS,8
CHEVROLET,TWO-SEATER,6.2,8,Z,13.7,8.2,11.2,25,263,CORVETTE,Undefined,M,7
CHEVROLET,TWO-SEATER,6.2,8,Z,17.7,10.2,14.3,20,335,CORVETTE,Undefined,AS,8
CHEVROLET,TWO-SEATER,6.2,8,Z,15.7,10.6,13.4,21,313,CORVETTE,Undefined,M,7
CHEVROLET,COMPACT,1.4,4,X,7.8,5.6,6.8,42,159,CRUZE,Undefined,AS,6
CHEVROLET,COMPACT,1.4,4,X,8.2,5.8,7.1,40,167,CRUZE,Undefined,M,6
CHEVROLET,COMPACT,1.4,4,X,7.8,5.9,6.9,41,160,CRUZE,Undefined,AS,6
CHEVROLET,MID-SIZE,1.4,4,X,9.1,6.3,7.8,36,184,CRUZE,Undefined,AS,6
CHEVROLET,MID-SIZE,1.4,4,X,9.0,6.2,7.8,36,182,CRUZE,Undefined,M,6
CHEVROLET,MID-SIZE,1.8,4,X,10.5,6.8,8.8,32,207,CRUZE,Undefined,AS,6
CHEVROLET,MID-SIZE,1.8,4,X,9.4,6.6,8.1,35,190,CRUZE,Undefined,M,6
CHEVROLET,MID-SIZE,1.4,4,X,9.0,6.1,7.7,37,181,CRUZE,Undefined,A,6
CHEVROLET,MID-SIZE,1.4,4,X,8.4,5.6,7.1,40,167,CRUZE,Undefined,M,6
CHEVROLET,SUV - SMALL,2.4,4,X,10.5,7.3,9.1,31,214,EQUINOX,Undefined,A,6
CHEVROLET,SUV - SMALL,3.6,6,X,14.2,9.5,12.1,23,285,EQUINOX,Undefined,A,6
CHEVROLET,SUV - SMALL,2.4,4,X,10.5,7.3,9.1,31,214,EQUINOX,Flexible-fuel vehicle,A,6
CHEVROLET,SUV - SMALL,2.4,4,E,15.6,10.8,13.4,21,221,EQUINOX,Flexible-fuel vehicle,A,6
CHEVROLET,SUV - SMALL,2.4,4,X,11.5,8.2,10.0,28,235,EQUINOX,All-wheel drive,A,6
CHEVROLET,SUV - SMALL,3.6,6,X,14.9,10.1,12.8,22,300,EQUINOX,All-wheel drive,A,6
CHEVROLET,SUV - SMALL,2.4,4,X,11.5,8.2,10.0,28,235,EQUINOX,"All-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,SUV - SMALL,2.4,4,E,16.3,11.6,14.2,20,236,EQUINOX,"All-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,VAN - PASSENGER,6.0,8,X,22.0,14.9,18.8,15,441,EXPRESS,Undefined,A,6
CHEVROLET,VAN - PASSENGER,6.0,8,X,23.0,16.0,19.8,14,465,EXPRESS,Undefined,A,6
CHEVROLET,FULL-SIZE,2.5,4,X,10.6,7.5,9.2,31,215,IMPALA,Undefined,AS,6
CHEVROLET,FULL-SIZE,3.6,6,X,12.5,8.2,10.6,27,248,IMPALA,Flexible-fuel vehicle,AS,6
CHEVROLET,FULL-SIZE,3.6,6,E,17.0,11.5,14.5,19,239,IMPALA,Flexible-fuel vehicle,AS,6
CHEVROLET,MID-SIZE,3.6,6,X,13.9,9.3,11.9,24,272,IMPALA,Undefined,AS,6
CHEVROLET,MID-SIZE,3.6,6,N,15.2,9.5,12.7,22,213,IMPALA,Undefined,AS,6
CHEVROLET,MID-SIZE,1.5,4,X,8.7,6.3,7.6,37,179,MALIBU,Undefined,A,6
CHEVROLET,MID-SIZE,2.0,4,Z,10.6,7.1,9.0,31,211,MALIBU,Undefined,AS,8
CHEVROLET,MID-SIZE,2.5,4,X,10.0,7.0,8.6,33,202,MALIBU,Undefined,AS,6
CHEVROLET,MID-SIZE,1.8,4,X,5.0,5.1,5.1,55,122,MALIBU,Undefined,AV,0
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.4,12.7,22,298,SILVERADO,Undefined,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16.1,11.4,14.0,20,328,SILVERADO,Undefined,A,8
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,13.5,10.0,11.9,24,280,SILVERADO,Flexible-fuel vehicle,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,19.3,14.4,17.1,17,284,SILVERADO,Flexible-fuel vehicle,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.4,12.7,22,298,SILVERADO,Flexible-fuel vehicle,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,19.9,14.0,17.2,16,286,SILVERADO,Flexible-fuel vehicle,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.0,10.7,13.1,22,307,SILVERADO,Four-wheel drive,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,16.3,11.6,14.2,20,332,SILVERADO,Four-wheel drive,A,8
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,14.2,10.7,12.6,22,296,SILVERADO,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,E,20.3,15.3,18.1,16,301,SILVERADO,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.0,10.7,13.1,22,306,SILVERADO,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,20.5,14.4,17.8,16,295,SILVERADO,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.4,11.2,13.0,22,304,SILVERADO,Four-wheel drive,A,8
CHEVROLET,COMPACT,1.4,4,X,9.0,6.8,8.0,35,188,SONIC,Undefined,AS,6
CHEVROLET,COMPACT,1.4,4,X,8.5,6.2,7.5,38,175,SONIC,Undefined,M,6
CHEVROLET,COMPACT,1.8,4,X,9.6,6.7,8.3,34,195,SONIC,Undefined,AS,6
CHEVROLET,COMPACT,1.8,4,X,9.0,6.8,8.0,35,187,SONIC,Undefined,M,5
CHEVROLET,COMPACT,1.4,4,X,9.5,7.1,8.4,34,195,SONIC,Undefined,AS,6
CHEVROLET,COMPACT,1.4,4,X,8.9,7.0,8.0,35,189,SONIC,Undefined,M,6
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,9.0,6.8,8.0,35,188,SONIC,Undefined,AS,6
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,8.5,6.2,7.5,38,175,SONIC,Undefined,M,6
CHEVROLET,STATION WAGON - SMALL,1.8,4,X,9.6,6.7,8.3,34,195,SONIC,Undefined,AS,6
CHEVROLET,STATION WAGON - SMALL,1.8,4,X,9.0,6.8,8.0,35,187,SONIC,Undefined,M,5
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,9.5,7.1,8.4,34,195,SONIC,Undefined,AS,6
CHEVROLET,STATION WAGON - SMALL,1.4,4,X,8.9,7.0,8.0,35,189,SONIC,Undefined,M,6
CHEVROLET,SUBCOMPACT,1.4,4,X,7.6,5.7,6.7,42,157,SPARK,Undefined,AV,0
CHEVROLET,SUBCOMPACT,1.4,4,X,7.8,5.8,6.9,41,162,SPARK,Undefined,M,5
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13.0,22,304,SUBURBAN,Undefined,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13.0,22,304,SUBURBAN,Flexible-fuel vehicle,A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,20.5,14.0,17.6,16,288,SUBURBAN,Flexible-fuel vehicle,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.4,10.8,13.3,21,312,SUBURBAN,Four-wheel drive,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.4,10.8,13.3,21,312,SUBURBAN,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,22.2,15.3,19.1,15,317,SUBURBAN,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13.0,22,304,TAHOE,Undefined,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.1,10.4,13.0,22,304,TAHOE,Flexible-fuel vehicle,A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,20.5,14.0,17.6,16,288,TAHOE,Flexible-fuel vehicle,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.2,10.8,13.2,21,310,TAHOE,Four-wheel drive,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.2,10.8,13.2,21,310,TAHOE,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,20.9,14.5,18.0,16,300,TAHOE,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,SUV - STANDARD,3.6,6,X,15.8,10.6,13.4,21,315,TRAVERSE,Undefined,A,6
CHEVROLET,SUV - STANDARD,3.6,6,X,16.1,10.8,13.7,21,323,TRAVERSE,All-wheel drive,A,6
CHEVROLET,SUV - SMALL,1.4,4,X,9.2,7.0,8.2,34,193,TRAX,Undefined,AS,6
CHEVROLET,SUV - SMALL,1.4,4,X,9.1,6.9,8.1,35,190,TRAX,Undefined,M,6
CHEVROLET,SUV - SMALL,1.4,4,X,9.7,7.6,8.7,32,205,TRAX,Four-wheel drive,AS,6
CHRYSLER,MID-SIZE,2.4,4,X,10.2,6.4,8.5,33,198,200,Flexible-fuel vehicle,A,9
CHRYSLER,MID-SIZE,2.4,4,E,13.6,8.5,11.3,25,186,200,Flexible-fuel vehicle,A,9
CHRYSLER,MID-SIZE,3.6,6,X,12.4,7.5,10.2,28,239,200,Flexible-fuel vehicle,A,9
CHRYSLER,MID-SIZE,3.6,6,E,16.5,10.1,13.6,21,225,200,Flexible-fuel vehicle,A,9
CHRYSLER,MID-SIZE,3.6,6,X,12.8,8.1,10.7,26,250,200,"All-wheel drive, Flexible-fuel vehicle",A,9
CHRYSLER,MID-SIZE,3.6,6,E,16.9,10.8,14.1,20,232,200,"All-wheel drive, Flexible-fuel vehicle",A,9
CHRYSLER,FULL-SIZE,3.6,6,X,12.4,7.7,10.3,27,240,300,Undefined,A,8
CHRYSLER,FULL-SIZE,3.6,6,X,12.4,7.7,10.3,27,240,300,Flexible-fuel vehicle,A,8
CHRYSLER,FULL-SIZE,3.6,6,E,16.8,10.3,13.9,20,229,300,Flexible-fuel vehicle,A,8
