Make,Model1,Model2,Vehicle Class,Transmission1,Transmission2,Fuel Type,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Cluster,Make_Name,Cluster_Rank
5,516,11,11,2,6,4,2.0,4,11.7,8.4,10.2,28,235,2,BMW,2
5,516,11,11,2,6,4,3.0,6,12.7,8.8,10.9,26,251,2,BMW,2
5,517,11,12,2,6,4,4.4,8,16.6,12.1,14.6,19,336,2,BMW,2
5,517,11,12,2,6,0,3.0,6,9.9,7.2,8.7,32,235,2,BMW,2
5,517,11,12,2,6,4,3.0,6,13.0,8.9,11.1,25,255,2,BMW,2
5,517,11,12,2,6,4,4.4,8,16.1,10.9,13.8,20,317,2,BMW,2
5,518,11,12,2,6,4,4.4,8,16.6,12.1,14.6,19,336,2,BMW,2
5,518,11,12,2,6,4,3.0,6,13.0,8.9,11.1,25,255,2,BMW,2
5,518,11,12,2,6,4,4.4,8,16.1,10.9,13.8,20,317,2,BMW,2
5,544,11,13,2,6,4,2.0,4,10.7,7.1,9.1,31,209,2,BMW,2
5,544,11,13,4,4,4,2.0,4,10.7,6.9,9.0,31,207,2,BMW,2
5,544,11,13,1,5,4,3.0,6,13.7,10.0,12.1,23,278,2,BMW,2
5,544,11,13,4,4,4,3.0,6,12.7,9.0,11.0,26,253,2,BMW,2
5,544,11,13,1,5,4,3.0,6,13.7,10.0,12.1,23,278,2,BMW,2
7,164,11,12,0,4,3,3.6,6,14.2,9.9,12.3,23,283,2,BUICK,2
7,164,0,12,0,4,3,3.6,6,14.6,10.2,12.6,22,290,2,BUICK,2
7,165,11,11,2,4,3,1.4,4,9.5,7.2,8.5,33,196,2,BUICK,2
7,165,0,11,2,4,3,1.4,4,10.2,8.0,9.2,31,212,2,BUICK,2
7,266,11,2,2,4,3,3.6,6,13.7,8.6,11.4,25,262,2,BUICK,2
7,266,11,2,2,4,1,3.6,6,18.7,12.4,15.8,18,253,2,BUICK,2
7,266,0,2,2,4,3,3.6,6,13.9,9.1,11.7,24,269,2,BUICK,2
7,266,0,2,2,4,1,3.6,6,18.6,12.6,15.9,18,254,2,BUICK,2
7,266,11,2,2,4,3,2.4,4,9.6,6.5,8.2,34,189,2,BUICK,2
7,387,11,2,2,4,4,2.0,4,11.4,7.9,9.8,29,225,2,BUICK,2
7,387,11,2,4,4,4,2.0,4,11.6,7.6,9.8,29,225,2,BUICK,2
7,387,0,2,2,4,4,2.0,4,12.4,8.7,10.7,26,246,2,BUICK,2
7,387,11,2,2,4,3,2.4,4,9.6,6.5,8.2,34,189,2,BUICK,2
7,499,11,0,2,4,4,2.0,4,11.4,7.9,9.8,29,225,2,BUICK,2
7,499,11,0,4,4,4,2.0,4,11.6,7.6,9.8,29,225,2,BUICK,2
7,499,11,0,2,4,3,2.4,4,11.1,7.4,9.4,30,216,2,BUICK,2
8,56,11,0,2,4,4,2.0,4,11.1,7.9,9.7,29,223,0,CADILLAC,3
8,56,11,0,4,4,4,2.0,4,12.2,7.9,10.3,27,237,0,CADILLAC,3
8,56,11,0,2,4,3,2.5,4,11.1,7.2,9.3,30,214,0,CADILLAC,3
8,56,11,0,2,4,3,3.6,6,12.8,8.4,10.8,26,248,0,CADILLAC,3
8,56,0,0,2,4,4,2.0,4,11.5,8.5,10.2,28,235,0,CADILLAC,3
8,56,0,0,2,4,3,3.6,6,12.8,8.9,11.0,26,253,0,CADILLAC,3
8,119,11,2,2,4,4,2.0,4,11.5,7.9,9.9,29,228,0,CADILLAC,3
8,119,11,2,2,6,3,3.6,6,12.8,8.2,10.7,26,246,0,CADILLAC,3
8,119,0,2,2,4,4,2.0,4,12.3,8.5,10.6,27,244,0,CADILLAC,3
8,119,0,2,2,4,3,3.6,6,12.8,8.9,11.0,26,253,0,CADILLAC,3
8,119,11,2,2,6,4,3.6,6,15.1,9.9,12.7,22,292,0,CADILLAC,3
8,171,6,12,0,4,4,6.2,8,16.2,11.4,14.0,20,322,0,CADILLAC,3
8,171,6,12,0,6,4,6.2,8,15.9,11.1,13.8,20,317,0,CADILLAC,3
8,171,6,12,0,4,4,6.2,8,16.8,11.7,14.5,19,334,0,CADILLAC,3
8,171,6,12,0,6,4,6.2,8,16.4,11.7,14.3,20,329,0,CADILLAC,3
8,436,11,12,2,4,3,3.6,6,14.2,9.8,12.3,23,283,0,CADILLAC,3
8,436,0,12,2,4,3,3.6,6,14.8,10.4,12.8,22,294,0,CADILLAC,3
8,538,11,1,2,4,3,3.6,6,13.6,8.6,11.3,25,260,0,CADILLAC,3
8,538,0,1,2,4,3,3.6,6,13.7,8.9,11.6,24,267,0,CADILLAC,3
8,538,0,1,2,4,4,3.6,6,14.8,9.9,12.6,22,290,0,CADILLAC,3
9,86,11,0,2,4,3,3.6,6,13.3,8.8,11.3,25,260,4,CHEVROLET,4
9,86,11,0,4,4,3,3.6,6,14.0,8.4,11.5,25,265,4,CHEVROLET,4
9,86,11,0,2,4,4,6.2,8,15.3,9.8,12.8,22,294,4,CHEVROLET,4
9,86,11,0,4,4,4,6.2,8,15.0,9.9,12.7,22,292,4,CHEVROLET,4
9,86,11,0,2,4,3,3.6,6,12.6,7.9,10.5,27,242,4,CHEVROLET,4
9,86,11,0,4,4,4,6.2,8,18.1,12.3,15.5,18,357,4,CHEVROLET,4
9,86,11,0,2,4,4,6.2,8,19.9,13.0,16.8,17,386,4,CHEVROLET,4
9,86,11,0,4,4,4,6.2,8,16.6,12.4,14.7,19,338,4,CHEVROLET,4
9,97,11,7,3,0,3,2.0,4,9.7,9.0,9.4,30,216,4,CHEVROLET,4
9,102,11,5,0,4,3,2.5,4,11.9,8.8,10.5,27,242,4,CHEVROLET,4
9,102,11,5,4,4,3,2.5,4,12.2,9.1,10.8,26,248,4,CHEVROLET,4
9,102,11,5,0,4,3,3.6,6,13.0,9.2,11.3,25,260,4,CHEVROLET,4
9,102,6,5,0,4,3,2.5,4,12.7,9.5,11.3,25,260,4,CHEVROLET,4
9,102,6,5,0,4,3,3.6,6,13.5,9.8,11.8,24,271,4,CHEVROLET,4
9,107,11,13,2,6,4,6.2,8,14.6,8.1,11.7,24,269,4,CHEVROLET,4
9,107,11,13,4,5,4,6.2,8,13.7,8.2,11.2,25,258,4,CHEVROLET,4
9,107,11,13,2,6,4,6.2,8,17.7,10.2,14.3,20,329,4,CHEVROLET,4
9,107,11,13,4,5,4,6.2,8,15.7,10.6,13.4,21,308,4,CHEVROLET,4
9,112,11,2,2,4,3,1.4,4,9.1,6.3,7.8,36,179,4,CHEVROLET,4
9,112,11,2,4,4,3,1.4,4,9.0,6.2,7.8,36,179,4,CHEVROLET,4
9,112,11,2,2,4,3,1.8,4,10.5,6.8,8.8,32,202,4,CHEVROLET,4
9,112,11,2,4,4,3,1.8,4,9.4,6.6,8.1,35,186,4,CHEVROLET,4
9,112,11,2,2,4,0,2.0,4,8.7,5.1,7.1,40,192,4,CHEVROLET,4
9,112,11,2,0,4,3,1.4,4,9.0,6.1,7.7,37,177,4,CHEVROLET,4
9,112,11,2,4,4,3,1.4,4,8.4,5.6,7.1,40,163,4,CHEVROLET,4
9,168,11,11,0,4,3,2.4,4,10.5,7.3,9.1,31,209,4,CHEVROLET,4
9,168,3,11,0,4,3,2.4,4,10.5,7.3,9.1,31,209,4,CHEVROLET,4
9,168,3,11,0,4,1,2.4,4,15.6,10.8,13.4,21,214,4,CHEVROLET,4
9,168,11,11,0,4,3,3.6,6,14.2,9.5,12.1,23,278,4,CHEVROLET,4
9,168,0,11,0,4,3,2.4,4,11.5,8.2,10.0,28,230,4,CHEVROLET,4
9,168,1,11,0,4,3,2.4,4,11.5,8.2,10.0,28,230,4,CHEVROLET,4
9,168,1,11,0,4,1,2.4,4,16.3,11.6,14.2,20,227,4,CHEVROLET,4
9,168,0,11,0,4,3,3.6,6,14.8,9.9,12.6,22,290,4,CHEVROLET,4
9,175,11,15,0,4,3,4.8,8,21.0,14.2,18.0,16,414,4,CHEVROLET,4
9,175,11,15,0,4,3,6.0,8,22.0,14.9,18.8,15,432,4,CHEVROLET,4
9,175,3,15,0,4,3,6.0,8,22.0,14.9,18.8,15,432,4,CHEVROLET,4
9,175,3,15,0,4,1,6.0,8,30.3,20.5,25.9,11,414,4,CHEVROLET,4
9,175,11,15,0,4,3,4.8,8,21.3,14.3,18.1,16,416,4,CHEVROLET,4
9,175,11,15,0,4,3,6.0,8,22.2,15.1,19.0,15,437,4,CHEVROLET,4
9,175,3,15,0,4,3,6.0,8,22.2,15.1,19.0,15,437,4,CHEVROLET,4
9,175,3,15,0,4,1,6.0,8,30.6,20.6,26.1,11,418,4,CHEVROLET,4
9,247,11,1,2,4,3,2.5,4,10.6,7.5,9.2,31,212,4,CHEVROLET,4
9,247,11,1,2,4,3,3.6,6,12.5,8.2,10.6,27,244,4,CHEVROLET,4
9,247,11,1,2,4,1,3.6,6,17.0,11.5,14.5,19,232,4,CHEVROLET,4
9,292,11,2,2,4,4,2.0,4,11.4,7.9,9.8,29,225,4,CHEVROLET,4
9,292,11,2,2,4,3,2.5,4,9.3,6.4,8.0,35,184,4,CHEVROLET,4
9,424,11,6,0,4,3,4.3,6,13.4,9.9,11.9,24,274,4,CHEVROLET,4
9,424,11,6,0,4,1,4.3,6,19.3,14.3,17.1,17,274,4,CHEVROLET,4
9,424,11,6,0,4,3,5.3,8,14.6,10.3,12.7,22,292,4,CHEVROLET,4
9,424,11,6,0,4,1,5.3,8,19.9,13.8,17.2,16,275,4,CHEVROLET,4
9,424,11,6,0,6,4,6.2,8,16.1,11.4,14.0,20,322,4,CHEVROLET,4
9,424,6,6,0,4,3,4.3,6,14.1,10.6,12.5,23,288,4,CHEVROLET,4
9,424,6,6,0,4,1,4.3,6,20.3,15.2,18.0,16,288,4,CHEVROLET,4
9,424,6,6,0,4,3,5.3,8,14.9,10.7,13.0,22,299,4,CHEVROLET,4
9,424,6,6,0,4,1,5.3,8,20.2,14.3,17.5,16,280,4,CHEVROLET,4
9,424,6,6,0,6,4,6.2,8,16.3,11.6,14.2,20,327,4,CHEVROLET,4
9,430,11,0,2,4,3,1.4,4,9.0,6.8,8.0,35,184,4,CHEVROLET,4
9,430,11,0,4,4,3,1.4,4,8.5,6.2,7.5,38,173,4,CHEVROLET,4
9,430,11,0,2,4,3,1.8,4,9.6,6.7,8.3,34,191,4,CHEVROLET,4
9,430,11,0,4,3,3,1.8,4,9.0,6.8,8.0,35,184,4,CHEVROLET,4
9,430,11,0,2,4,3,1.4,4,9.4,7.0,8.3,34,191,4,CHEVROLET,4
9,430,11,0,4,4,3,1.4,4,8.9,6.9,8.0,35,184,4,CHEVROLET,4
9,430,11,2,2,4,3,1.4,4,9.0,6.8,8.0,35,184,4,CHEVROLET,4
9,430,11,2,4,4,3,1.4,4,8.5,6.2,7.5,38,173,4,CHEVROLET,4
9,430,11,2,2,4,3,1.8,4,9.6,6.7,8.3,34,191,4,CHEVROLET,4
9,430,11,2,4,3,3,1.8,4,9.0,6.8,8.0,35,184,4,CHEVROLET,4
9,430,11,2,2,4,3,1.4,4,9.4,7.0,8.3,34,191,4,CHEVROLET,4
9,430,11,2,4,4,3,1.4,4,8.9,6.9,8.0,35,184,4,CHEVROLET,4
9,433,11,10,3,0,3,1.2,4,7.7,6.1,7.0,40,161,4,CHEVROLET,4
9,433,11,10,4,3,3,1.2,4,7.5,6.0,6.8,42,156,4,CHEVROLET,4
9,439,11,12,0,4,3,5.3,8,14.9,10.1,12.7,22,292,4,CHEVROLET,4
9,439,11,12,0,4,1,5.3,8,20.2,13.6,17.2,16,275,4,CHEVROLET,4
9,439,6,12,0,4,3,5.3,8,15.4,10.8,13.3,21,306,4,CHEVROLET,4
9,439,6,12,0,4,1,5.3,8,22.1,15.4,19.1,15,306,4,CHEVROLET,4
9,458,11,12,0,4,3,5.3,8,14.9,10.1,12.7,22,292,4,CHEVROLET,4
9,458,11,12,0,4,1,5.3,8,20.2,13.6,17.2,16,275,4,CHEVROLET,4
9,458,6,12,0,4,3,5.3,8,15.1,10.4,13.0,22,299,4,CHEVROLET,4
9,458,6,12,0,4,1,5.3,8,20.5,14.0,17.6,16,282,4,CHEVROLET,4
9,468,11,12,0,4,3,3.6,6,14.2,9.9,12.3,23,283,4,CHEVROLET,4
9,468,0,12,0,4,3,3.6,6,14.6,10.2,12.6,22,290,4,CHEVROLET,4
9,469,11,11,2,4,3,1.4,4,9.2,7.0,8.2,34,189,4,CHEVROLET,4
9,469,11,11,4,4,3,1.4,4,9.1,6.9,8.1,35,186,4,CHEVROLET,4
9,469,0,11,2,4,3,1.4,4,9.7,7.6,8.7,32,200,4,CHEVROLET,4
10,2,11,2,0,7,3,2.4,4,10.2,6.4,8.5,33,196,0,CHRYSLER,3
10,2,3,2,0,7,3,2.4,4,10.2,6.4,8.5,33,196,0,CHRYSLER,3
10,2,3,2,0,7,1,2.4,4,13.6,8.5,11.3,25,181,0,CHRYSLER,3
10,2,11,2,0,7,3,3.6,6,12.4,7.5,10.2,28,235,0,CHRYSLER,3
10,2,3,2,0,7,3,3.6,6,12.4,7.5,10.2,28,235,0,CHRYSLER,3
10,2,3,2,0,7,1,3.6,6,16.5,10.1,13.6,21,218,0,CHRYSLER,3
10,2,0,2,0,7,3,3.6,6,12.8,8.1,10.7,26,246,0,CHRYSLER,3
10,2,1,2,0,7,3,3.6,6,12.8,8.1,10.7,26,246,0,CHRYSLER,3
10,2,1,2,0,7,1,3.6,6,16.9,10.8,14.1,20,226,0,CHRYSLER,3
10,5,11,1,0,6,3,3.6,6,12.4,7.7,10.3,27,237,0,CHRYSLER,3
10,5,3,1,0,6,3,3.6,6,12.4,7.7,10.3,27,237,0,CHRYSLER,3
10,5,3,1,0,6,1,3.6,6,16.8,10.3,13.9,20,222,0,CHRYSLER,3
10,5,11,1,0,6,3,5.7,8,14.8,9.3,12.3,23,283,0,CHRYSLER,3
10,5,0,1,0,6,3,3.6,6,12.8,8.6,10.9,26,251,0,CHRYSLER,3
10,5,1,1,0,6,3,3.6,6,12.8,8.6,10.9,26,251,0,CHRYSLER,3
10,5,1,1,0,6,1,3.6,6,17.3,11.7,14.8,19,237,0,CHRYSLER,3
10,466,3,4,0,4,3,3.6,6,14.1,9.5,12.0,24,276,0,CHRYSLER,3
10,466,3,4,0,4,1,3.6,6,19.7,13.3,16.8,17,269,0,CHRYSLER,3
11,93,11,2,0,6,3,3.6,6,12.4,7.8,10.3,27,237,0,DODGE,3
11,93,11,2,4,4,3,5.7,8,15.6,10.0,13.1,22,301,0,DODGE,3
11,93,11,2,4,4,4,6.4,8,16.8,10.4,13.9,20,320,0,DODGE,3
11,93,11,2,0,6,3,5.7,8,14.8,9.3,12.3,23,283,0,DODGE,3
11,93,11,2,0,6,4,6.4,8,15.7,9.5,12.9,22,297,0,DODGE,3
11,93,11,2,4,4,4,6.4,8,16.8,10.4,13.9,20,320,0,DODGE,3
11,93,11,2,0,6,4,6.4,8,15.7,9.5,12.9,22,297,0,DODGE,3
11,93,11,2,0,6,4,6.2,8,18.0,10.7,14.7,19,338,0,DODGE,3
11,93,11,2,4,4,4,6.2,8,18.1,11.4,15.1,19,347,0,DODGE,3
11,94,11,1,0,3,3,3.6,6,13.7,8.9,11.5,25,264,0,DODGE,3
11,94,3,1,0,3,3,3.6,6,13.7,8.9,11.5,25,264,0,DODGE,3
11,94,3,1,0,3,1,3.6,6,18.7,12.4,15.9,18,254,0,DODGE,3
11,94,11,1,0,6,3,3.6,6,12.4,7.7,10.3,27,237,0,DODGE,3
11,94,3,1,0,6,3,3.6,6,12.4,7.7,10.3,27,237,0,DODGE,3
11,94,3,1,0,6,1,3.6,6,16.8,10.3,13.9,20,222,0,DODGE,3
11,94,11,1,0,3,3,5.7,8,15.7,9.6,12.9,22,297,0,DODGE,3
11,94,11,1,0,6,3,5.7,8,14.8,9.3,12.3,23,283,0,DODGE,3
11,94,0,1,0,6,3,3.6,6,12.8,8.6,10.9,26,251,0,DODGE,3
11,94,1,1,0,6,3,3.6,6,12.8,8.6,10.9,26,251,0,DODGE,3
11,94,1,1,0,6,1,3.6,6,17.3,11.7,14.8,19,237,0,DODGE,3
11,94,0,1,0,3,3,5.7,8,16.1,10.0,13.4,21,308,0,DODGE,3
11,94,11,1,0,6,4,6.4,8,15.7,9.5,12.9,22,297,0,DODGE,3
11,94,11,1,0,6,4,6.2,8,18.0,10.7,14.7,19,338,0,DODGE,3
11,146,11,2,4,4,3,2.0,4,9.4,6.5,8.1,35,186,0,DODGE,3
11,146,3,2,0,4,3,2.0,4,9.9,7.0,8.6,33,198,0,DODGE,3
11,146,3,2,0,4,1,2.0,4,13.3,9.3,11.5,25,184,0,DODGE,3
11,146,11,2,0,4,3,2.4,4,10.1,6.8,8.6,33,198,0,DODGE,3
11,146,11,2,4,4,3,2.4,4,10.5,6.7,8.8,32,202,0,DODGE,3
11,146,11,2,0,4,3,2.4,4,10.6,7.5,9.2,31,212,0,DODGE,3
11,146,11,2,4,4,3,2.4,4,10.2,7.0,8.8,32,202,0,DODGE,3
11,146,11,2,1,4,3,1.4,4,8.4,5.9,7.3,39,168,0,DODGE,3
11,146,11,2,4,4,3,1.4,4,8.5,5.8,7.3,39,168,0,DODGE,3
11,152,1,12,0,6,3,3.6,6,13.9,9.8,12.1,23,278,0,DODGE,3
11,152,1,12,0,6,1,3.6,6,17.7,13.0,15.6,18,250,0,DODGE,3
11,152,0,12,0,6,3,5.7,8,17.3,11.5,14.7,19,338,0,DODGE,3
11,228,3,4,0,4,3,3.6,6,13.7,9.4,11.8,24,271,0,DODGE,3
11,228,3,4,0,4,1,3.6,6,19.2,13.1,16.4,17,262,0,DODGE,3
11,256,11,11,0,2,3,2.4,4,12.7,9.1,11.1,25,255,0,DODGE,3
11,256,3,11,0,4,3,3.6,6,14.2,9.4,12.1,23,278,0,DODGE,3
11,256,3,11,0,4,1,3.6,6,18.9,12.9,16.2,17,259,0,DODGE,3
11,256,0,11,0,4,3,3.6,6,14.5,9.9,12.4,23,285,0,DODGE,3
11,501,11,13,4,4,4,8.4,10,19.4,11.3,15.8,18,363,0,DODGE,3
12,20,11,3,0,4,3,1.4,4,8.7,6.9,7.9,36,182,1,FIAT,1
12,20,11,3,4,3,3,1.4,4,7.9,6.3,7.2,39,166,1,FIAT,1
12,20,11,3,0,4,3,1.4,4,8.7,6.9,7.9,36,182,1,FIAT,1
12,20,11,3,4,3,3,1.4,4,7.6,5.9,6.8,42,156,1,FIAT,1
12,20,11,3,0,4,3,1.4,4,9.6,7.3,8.6,33,198,1,FIAT,1
12,20,11,3,4,3,3,1.4,4,8.5,6.9,7.8,36,179,1,FIAT,1
12,20,11,3,0,4,3,1.4,4,9.6,7.3,8.6,33,198,1,FIAT,1
12,20,11,3,4,3,3,1.4,4,8.5,6.9,7.8,36,179,1,FIAT,1
12,20,11,3,0,4,3,1.4,4,9.6,7.3,8.6,33,198,1,FIAT,1
12,20,11,3,4,3,3,1.4,4,8.5,6.9,7.8,36,179,1,FIAT,1
12,21,11,9,0,4,3,1.4,4,10.6,7.8,9.4,30,216,1,FIAT,1
12,21,11,9,1,4,3,1.4,4,9.9,7.2,8.7,32,200,1,FIAT,1
12,21,11,9,4,4,3,1.4,4,9.3,7.1,8.3,34,191,1,FIAT,1
13,84,11,1,3,0,3,2.0,4,5.6,6.4,6.0,47,138,0,FORD,3
13,162,11,11,2,4,3,2.0,4,11.5,7.8,9.8,29,225,0,FORD,3
13,162,11,11,2,4,3,2.0,4,11.3,7.9,9.8,29,225,0,FORD,3
13,162,11,11,2,4,3,3.5,6,13.2,9.0,11.3,25,260,0,FORD,3
13,162,0,11,2,4,3,2.0,4,11.8,8.4,10.3,27,237,0,FORD,3
13,162,0,11,2,4,3,3.5,6,13.7,9.6,11.8,24,271,0,FORD,3
13,162,0,11,2,4,3,2.7,6,13.6,9.8,11.9,24,274,0,FORD,3
13,172,11,11,2,4,3,1.6,4,10.4,7.4,9.0,31,207,0,FORD,3
13,172,11,11,2,4,3,2.0,4,10.9,8.0,9.6,29,221,0,FORD,3
13,172,11,11,2,4,3,2.5,4,10.9,7.6,9.5,30,218,0,FORD,3
13,172,0,11,2,4,3,1.6,4,10.6,8.0,9.4,30,216,0,FORD,3
13,172,0,11,2,4,3,2.0,4,11.4,8.4,10.1,28,232,0,FORD,3
13,173,6,12,2,4,3,3.5,6,16.2,11.8,14.2,20,327,0,FORD,3
13,173,6,12,2,4,3,3.5,6,16.4,12.0,14.4,20,331,0,FORD,3
13,174,11,12,0,4,3,2.0,4,11.9,8.5,10.4,27,239,0,FORD,3
13,174,3,12,2,4,3,3.5,6,13.7,9.7,11.9,24,274,0,FORD,3
13,174,3,12,2,4,1,3.5,6,18.6,13.0,16.1,18,258,0,FORD,3
13,174,0,12,2,4,3,3.5,6,14.9,10.7,13.0,22,299,0,FORD,3
13,174,4,12,2,4,3,3.5,6,14.2,10.3,12.5,23,288,0,FORD,3
13,174,4,12,2,4,1,3.5,6,19.2,14.1,16.9,17,270,0,FORD,3
13,188,11,6,2,4,3,2.7,6,12.2,9.2,10.8,26,248,0,FORD,3
13,188,11,6,2,4,3,3.5,6,13.7,9.9,12.0,24,276,0,FORD,3
13,188,3,6,0,4,3,3.5,6,13.2,9.6,11.5,25,264,0,FORD,3
13,188,3,6,0,4,1,3.5,6,17.9,13.0,15.7,18,251,0,FORD,3
13,188,3,6,2,4,3,5.0,8,15.5,10.6,13.3,21,306,0,FORD,3
13,188,3,6,2,4,1,5.0,8,20.7,14.3,17.9,16,286,0,FORD,3
13,188,6,6,2,4,3,2.7,6,13.3,10.4,12.0,24,276,0,FORD,3
13,188,6,6,2,4,3,3.5,6,14.2,10.4,12.5,23,288,0,FORD,3
13,188,5,6,0,4,3,3.5,6,13.9,10.5,12.4,23,285,0,FORD,3
13,188,5,6,0,4,1,3.5,6,18.9,14.2,16.8,17,269,0,FORD,3
13,188,5,6,2,4,3,5.0,8,16.0,11.3,13.9,20,320,0,FORD,3
13,188,5,6,2,4,1,5.0,8,21.7,15.1,18.7,15,299,0,FORD,3
13,191,11,10,2,4,3,1.6,4,8.7,6.4,7.6,37,175,0,FORD,3
13,191,11,10,4,3,3,1.6,4,8.5,6.5,7.6,37,175,0,FORD,3
13,191,11,10,4,3,3,1.0,3,7.5,5.5,6.6,43,152,0,FORD,3
13,191,11,10,2,4,3,1.6,4,8.4,6.2,7.4,38,170,0,FORD,3
13,191,11,10,4,4,3,1.6,4,8.9,6.8,8.0,35,184,0,FORD,3
13,194,11,12,2,4,3,3.5,6,13.3,9.5,11.6,24,267,0,FORD,3
13,194,0,12,2,4,3,3.5,6,13.7,10.1,12.1,23,278,0,FORD,3
13,194,0,12,2,4,3,3.5,6,14.6,10.4,12.8,22,294,0,FORD,3
13,196,11,0,4,4,3,1.0,3,8.1,5.9,7.1,40,163,0,FORD,3
13,196,11,0,4,4,3,2.0,4,10.2,7.3,8.9,32,205,0,FORD,3
13,196,3,0,1,4,3,2.0,4,8.9,6.2,7.7,37,177,0,FORD,3
13,196,3,0,1,4,1,2.0,4,11.9,8.5,10.4,27,166,0,FORD,3
13,196,3,0,2,4,3,2.0,4,9.1,6.3,7.8,36,179,0,FORD,3
13,196,3,0,2,4,1,2.0,4,12.2,8.6,10.6,27,170,0,FORD,3
13,196,3,0,4,3,3,2.0,4,9.3,6.7,8.1,35,186,0,FORD,3
13,196,3,0,4,3,1,2.0,4,12.4,9.1,10.9,26,174,0,FORD,3
13,202,11,2,2,4,3,1.5,4,9.9,6.5,8.4,34,193,0,FORD,3
13,202,11,2,2,4,3,1.5,4,9.4,6.3,8.0,35,184,0,FORD,3
13,202,11,2,2,4,3,2.0,4,10.5,7.0,8.9,32,205,0,FORD,3
13,202,11,2,2,4,3,2.5,4,10.6,7.0,8.9,32,205,0,FORD,3
13,202,0,2,2,4,3,2.0,4,10.8,7.5,9.3,30,214,0,FORD,3
13,202,11,2,3,0,3,2.0,4,5.4,5.8,5.5,51,126,0,FORD,3
13,311,11,10,2,4,3,2.3,4,11.0,7.4,9.4,30,216,0,FORD,3
13,311,11,10,4,4,3,2.3,4,10.6,7.5,9.2,31,212,0,FORD,3
13,311,11,10,2,4,3,3.7,6,12.6,8.5,10.7,26,246,0,FORD,3
13,311,11,10,4,4,3,3.7,6,13.5,8.3,11.2,25,258,0,FORD,3
13,311,11,10,2,4,3,5.0,8,14.9,9.5,12.4,23,285,0,FORD,3
13,311,11,10,4,4,3,5.0,8,15.2,9.3,12.5,23,288,0,FORD,3
13,311,11,10,2,4,3,2.3,4,11.6,7.9,9.9,29,228,0,FORD,3
13,311,11,10,2,4,3,5.0,8,15.4,10.0,13.0,22,299,0,FORD,3
13,456,11,15,2,4,3,3.5,6,16.6,12.5,14.7,19,338,0,FORD,3
13,456,3,15,2,4,3,3.7,6,16.6,12.6,14.8,19,340,0,FORD,3
13,456,3,15,2,4,1,3.7,6,22.1,16.7,19.7,14,315,0,FORD,3
13,459,11,1,2,4,3,2.0,4,10.5,7.4,9.1,31,209,0,FORD,3
13,459,0,1,2,4,3,3.5,6,13.9,9.5,11.9,24,274,0,FORD,3
13,459,3,1,2,4,3,3.5,6,12.2,8.2,10.4,27,239,0,FORD,3
13,459,3,1,2,4,1,3.5,6,17.4,11.3,14.7,19,235,0,FORD,3
13,459,4,1,2,4,3,3.5,6,13.0,9.1,11.3,25,260,0,FORD,3
13,459,4,1,2,4,1,3.5,6,18.8,12.6,16.0,18,256,0,FORD,3
13,467,11,7,2,4,3,1.6,4,10.6,7.9,9.4,30,216,0,FORD,3
13,467,11,7,2,4,3,2.5,4,11.3,8.2,9.9,29,228,0,FORD,3
13,467,11,7,2,4,3,2.5,4,11.7,8.4,10.2,28,235,0,FORD,3
13,467,11,7,2,4,3,2.5,4,12.0,8.5,10.4,27,239,0,FORD,3
15,46,11,12,0,4,3,3.6,6,14.2,9.9,12.3,23,283,4,GMC,4
15,46,0,12,0,4,3,3.6,6,14.6,10.2,12.6,22,290,4,GMC,4
15,88,11,5,0,4,3,2.5,4,11.9,8.8,10.5,27,242,4,GMC,4
15,88,11,5,4,4,3,2.5,4,12.2,9.1,10.8,26,248,4,GMC,4
15,88,11,5,0,4,3,3.6,6,13.0,9.2,11.3,25,260,4,GMC,4
15,88,6,5,0,4,3,2.5,4,12.7,9.5,11.3,25,260,4,GMC,4
15,88,6,5,0,4,3,3.6,6,13.5,9.8,11.8,24,271,4,GMC,4
15,417,11,15,0,4,3,4.8,8,21.0,14.2,18.0,16,414,4,GMC,4
15,417,11,15,0,4,3,6.0,8,22.0,14.9,18.8,15,432,4,GMC,4
15,417,3,15,0,4,3,6.0,8,22.0,14.9,18.8,15,432,4,GMC,4
15,417,3,15,0,4,1,6.0,8,30.3,20.5,25.9,11,414,4,GMC,4
15,417,11,15,0,4,3,4.8,8,21.3,14.3,18.1,16,416,4,GMC,4
15,417,11,15,0,4,3,6.0,8,22.2,15.1,19.0,15,437,4,GMC,4
15,417,3,15,0,4,3,6.0,8,22.2,15.1,19.0,15,437,4,GMC,4
15,417,3,15,0,4,1,6.0,8,30.6,20.6,26.1,11,418,4,GMC,4
15,423,11,6,0,4,3,4.3,6,13.4,9.9,11.9,24,274,4,GMC,4
15,423,11,6,0,4,1,4.3,6,19.3,14.3,17.1,17,274,4,GMC,4
15,423,11,6,0,4,3,5.3,8,14.6,10.3,12.7,22,292,4,GMC,4
15,423,11,6,0,4,1,5.3,8,19.9,13.8,17.2,16,275,4,GMC,4
15,423,11,6,0,6,4,6.2,8,16.1,11.4,14.0,20,322,4,GMC,4
15,423,6,6,0,4,3,4.3,6,14.1,10.6,12.5,23,288,4,GMC,4
